fase1: .word 20, 15

.byte 	0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
 	0, 0, 0, 0, 1, 3, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1,
 	0, 0, 0, 0, 1, 0, 0, 2, 0, 2, 0, 0, 0, 0, 2, 0, 2, 0, 5, 1,
 	0, 0, 0, 0, 1, 0, 2, 3, 2, 3, 2, 0, 0, 2, 3, 2, 3, 2, 0, 1,
 	0, 0, 0, 0, 1, 0, 0, 2, 3, 2, 0, 0, 0, 0, 2, 3, 2, 0, 0, 1,
 	0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 1, 1, 0, 0, 2, 0, 0, 0, 1,
 	0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1,
 	0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1,
 	0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1,
 	0, 0, 0, 0, 1, 0, 0, 2, 0, 2, 0, 0, 0, 0, 2, 0, 2, 0, 0, 1,
 	0, 0, 0, 0, 1, 0, 2, 3, 2, 3, 2, 0, 0, 2, 3, 2, 3, 2, 0, 1,
 	0, 0, 0, 0, 1, 0, 0, 2, 3, 2, 0, 0, 0, 0, 2, 3, 2, 0, 0, 1,
 	0, 0, 0, 0, 1, 5, 0, 0, 2, 0, 0, 9, 0, 0, 0, 2, 0, 0, 0, 1,
 	0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 1,
 	0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1

fase1Copy: .word 20, 15

.byte 	0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
 	0, 0, 0, 0, 1, 3, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1,
 	0, 0, 0, 0, 1, 0, 0, 2, 0, 2, 0, 0, 0, 0, 2, 0, 2, 0, 5, 1,
 	0, 0, 0, 0, 1, 0, 2, 3, 2, 3, 2, 0, 0, 2, 3, 2, 3, 2, 0, 1,
 	0, 0, 0, 0, 1, 0, 0, 2, 3, 2, 0, 0, 0, 0, 2, 3, 2, 0, 0, 1,
 	0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 1, 1, 0, 0, 2, 0, 0, 0, 1,
 	0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1,
 	0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1,
 	0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1,
 	0, 0, 0, 0, 1, 0, 0, 2, 0, 2, 0, 0, 0, 0, 2, 0, 2, 0, 0, 1,
 	0, 0, 0, 0, 1, 0, 2, 3, 2, 3, 2, 0, 0, 2, 3, 2, 3, 2, 0, 1,
 	0, 0, 0, 0, 1, 0, 0, 2, 3, 2, 0, 0, 0, 0, 2, 3, 2, 0, 0, 1,
 	0, 0, 0, 0, 1, 5, 0, 0, 2, 0, 0, 9, 0, 0, 0, 2, 0, 0, 0, 1,
 	0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 1,
 	0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1

#Jogador = 9
#Bloco Vazio = 0
#Bloco Inquebravel = 1
#Bloco Quebravel = 2
#Coletavel = 3
#Bloco com coletavel dentro = 4
#Inimigo = 5
