blococogu: .word 16, 16
.byte 199,199,0,0,0,0,0,0,0,0,0,0,0,0,199,199,
199,0,4,7,4,0,255,255,255,0,7,4,7,4,0,199,
0,4,7,4,0,255,255,255,255,255,0,23,4,7,4,0,
0,7,6,23,0,255,255,255,255,255,0,6,4,4,4,0,
0,7,6,6,0,255,255,255,255,254,0,6,4,6,7,0,
0,4,6,4,4,0,254,254,254,0,6,4,4,6,7,0,
0,6,6,23,6,4,0,0,0,6,4,23,4,6,4,0,
0,4,6,4,6,4,4,6,6,4,6,4,7,6,4,0,
0,7,6,0,0,0,4,6,4,4,6,4,0,0,7,0,
0,23,0,255,255,255,0,6,4,23,4,0,255,255,0,0,
0,0,255,255,255,255,254,0,6,4,0,255,255,255,255,0,
0,255,255,255,255,255,254,0,6,6,0,255,255,255,255,0,
0,0,254,255,255,254,0,4,6,4,6,0,254,254,0,0,
0,7,0,254,255,254,0,23,7,4,6,0,0,0,7,0,
199,0,4,0,254,0,7,4,7,7,23,4,7,4,0,199,
199,199,0,0,0,0,0,0,0,0,0,0,0,0,199,199,


