playerassoprandodireita: .word 16, 16
.byte 199,199,199,199,199,199,199,199,199,191,199,199,199,199,199,199,
199,199,199,199,24,199,199,199,191,199,191,199,199,199,199,199,
199,199,199,199,199,24,199,199,199,191,199,0,0,0,0,199,
199,199,191,199,199,199,0,0,199,0,0,159,159,159,0,199,
199,191,199,191,199,0,7,7,0,159,159,239,239,0,199,199,
199,199,191,199,199,0,6,7,0,159,239,239,0,199,191,199,
199,199,199,0,0,159,0,0,159,239,159,239,0,191,199,191,
199,199,0,159,239,239,159,159,239,239,239,239,239,0,191,199,
199,199,0,239,159,239,239,239,239,239,239,0,239,0,199,199,
199,0,239,159,239,239,239,239,239,79,0,239,0,239,0,199,
199,0,239,239,159,239,159,239,239,79,79,239,239,0,159,0,
199,0,159,0,159,0,159,159,239,239,239,239,239,0,79,0,
199,199,0,31,0,47,0,0,159,0,159,0,239,239,0,199,
199,191,199,0,31,47,47,47,0,47,0,31,0,0,199,199,
191,199,191,199,0,31,47,31,31,47,31,47,31,0,199,199,
199,191,199,199,199,0,0,0,0,0,0,0,0,199,199,199,


