pudim: .word 16, 16
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,0,0,0,0,199,199,199,199,199,199,
199,199,199,199,0,0,20,111,183,183,0,0,199,199,199,199,
199,199,199,0,20,20,29,20,111,183,183,20,0,199,199,199,
199,199,199,0,0,20,20,20,29,20,20,0,0,199,199,199,
199,199,0,29,111,0,0,0,20,0,0,183,183,0,199,199,
199,199,0,29,111,111,111,111,0,111,183,183,183,0,199,199,
199,0,29,29,29,111,111,111,111,111,111,183,183,183,0,199,
199,0,29,29,29,29,29,111,29,29,111,183,183,183,0,199,
199,0,20,29,29,29,29,29,111,111,111,111,183,20,0,199,
199,199,0,20,20,20,29,29,29,29,20,20,20,0,199,199,
199,199,199,0,0,0,20,20,20,20,0,0,0,199,199,199,
199,199,199,199,199,199,0,0,0,0,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,


